parent_opeid,opeid,state,school_name,loc_name,school_addr,school_lat,school_lon,geometry,index_right,Head Start Address,Head_Start_Lat,Head_Start_Lon,distance_meters,distance_mi
100700,100700,AL,CENTRAL ALABAMA COMMUNITY COLLEGE,CENTRAL ALABAMA COMMUNITY COLLEGE - MAIN CAMPUS,"1675 Cherokee Road, Alexander City, AL 35010",32.9244453,-85.9471008,POINT (891871.4490484234 -735809.2371530648),110,"277 Tallapoosa St, Alexander City, AL 35010-1926",32.9442882,-85.9504932,2221.201505578683,1.3801906277207874
100700,100701,AL,CENTRAL ALABAMA COMMUNITY COLLEGE,CENTRAL ALABAMA COMMUNITY COLLEGE - CHILDERSBURG CAMPUS,"34091 US Highway 280, Childersburg, AL 35044",33.2607344,-86.3470626,POINT (852572.0362581953 -702567.7776493892),124,"261 Pinecrest Dr, Childersburg, AL 35044-1042",33.3002431,-86.3490561,4385.4368053634025,2.7249840962301426
100700,100708,AL,CENTRAL ALABAMA COMMUNITY COLLEGE,CENTRAL ALABAMA COMMUNITY COLLEGE - TALLADEGA CENTER,"1009 South Street East, Talladega, AL 35160",33.4352788,-86.0825065,POINT (873739.6133699924 -680809.6422647124),240,"723 Scott St, Talladega, AL 35160-1631",33.445726,-86.0889519,1290.8622014307612,0.8021045851171416
100700,100710,AL,CENTRAL ALABAMA COMMUNITY COLLEGE,CENTRAL ALABAMA COMMUNITY COLLEGE - PRATTVILLE CAMPUS,"1320 Old Ridge Rd, Prattville, AL 36066",32.4996625,-86.4246622,POINT (854615.225395538 -787229.5287025365),43,"5720 Main St, Millbrook, AL 36054-1816",32.5119767,-86.3745288,4685.814876291236,2.911630376284521
101300,101300,AL,CALHOUN COMMUNITY COLLEGE,CALHOUN COMMUNITY COLLEGE - DECATUR CAMPUS,"6250 Highway 31 North, Tanner, AL 35671",34.6480472,-86.9484052,POINT (784348.672965283 -554909.8953768983),25,"801 Wilson St NW, Decatur, AL 35601-1037",34.6206136,-86.9955519,5100.38895251154,3.1692347642962226
101300,101301,AL,CALHOUN COMMUNITY COLLEGE,CALHOUN COMMUNITY COLLEGE - HUNTSVILLE CAMPUS,"102-B Wynn Drive, Huntsville, AL 35805",34.7156193,-86.6560731,POINT (808823.4413121215 -544891.185232172),152,"4503 University Dr NW, Huntsville, AL 35816-3401",34.7331064,-86.6375696,2517.378518908837,1.564226491607038
101500,101504,AL,ENTERPRISE STATE COMMUNITY COLLEGE,"ENTERPRISE STATE COMMUNITY COLLEGE - ALABAMA AVIATION COLLEGE, ANDALUSIA","21760 Bill Benton Lane, Andalusia, AL 36421",31.3045254,-86.3937034,POINT (871342.4187775237 -918722.0291034408),64,"602 Seegers St, Andalusia, AL 36420-4725",31.3003267,-86.4955089,9263.460206436417,5.756047312716496
101500,101502,AL,ENTERPRISE STATE COMMUNITY COLLEGE,"ENTERPRISE STATE COMMUNITY COLLEGE - ALABAMA AVIATION COLLEGE, OZARK","3405 South U.S. Highway 231, Ozark, AL 36361",31.4312214,-85.6231304,POINT (939345.5487896041 -897086.9979603993),12,"405 Marvin Parker Rd, Ozark, AL 36360-7239",31.4758471,-85.6569334,5820.736668587998,3.6168380834600917
101500,101500,AL,ENTERPRISE STATE COMMUNITY COLLEGE,ENTERPRISE STATE COMMUNITY COLLEGE - MAIN CAMPUS,"600 Plaza Drive, Enterprise, AL 36331",31.3000905,-85.8361959,POINT (921761.162912866 -913714.0028142656),232,"1617 E Park Ave, Enterprise, AL 36330-4275",31.305338,-85.8167436,1861.0338149638653,1.156392800398091
101700,,AL,GADSDEN STATE COMMUNITY COLLEGE,GADSDEN STATE COMMUNITY COLLEGE - EAST BROAD CAMPUS,"1001 East Broad Street Gadsden, AL 35903",33.9996901,-85.9860257,POINT (875324.9685323181 -617654.3070191436),86,"324 Ewing Ave, Gadsden, AL 35901-2519",34.020724,-85.991644,2384.455366707128,1.4816318740475176
101700,101702,AL,GADSDEN STATE COMMUNITY COLLEGE,GADSDEN STATE COMMUNITY COLLEGE - VALLEY STREET CAMPUS,"600 Valley Street, Gadsden, AL 35901",34.0249643,-85.9957712,POINT (874168.7289537828 -614961.53885945),86,"324 Ewing Ave, Gadsden, AL 35901-2519",34.020724,-85.991644,593.1421424929392,0.3685614402470443
101700,101709,AL,GADSDEN STATE COMMUNITY COLLEGE,GADSDEN STATE COMMUNITY COLLEGE - CHEROKEE CAMPUS,"801 Cedar Bluff Road, Centre, AL 35960",34.1646945,-85.6641877,POINT (901261.6546067002 -596321.8629951488),233,"600 Piedmont Hwy, Centre, AL 35960-2117",34.1394766,-85.6688917,2827.3462300627075,1.756831497841796
101700,101700,AL,GADSDEN STATE COMMUNITY COLLEGE,GADSDEN STATE COMMUNITY COLLEGE - MAIN CAMPUS,"1001 George Wallace Drive, Gadsden, AL 35903",33.9959754,-85.9917038,POINT (874875.9149581228 -618118.50155109),86,"324 Ewing Ave, Gadsden, AL 35901-2519",34.020724,-85.991644,2745.189209664614,1.7057814921263657
101700,101706,AL,GADSDEN STATE COMMUNITY COLLEGE,GADSDEN STATE COMMUNITY COLLEGE - HARRY M. AYERS CAMPUS,"1801 Coleman Road, Anniston, AL 36207",33.6227719,-85.8029651,POINT (895938.5681374015 -657420.9371767641),8,"1200 Johnson Ave, Anniston, AL 36201-6538",33.6331887,-85.833986,2965.4499030814054,1.8426451417977794
101800,,AL,WALLACE COMMUNITY COLLEGE,WALLACE COMMUNITY COLLEGE-DOTHAN - SPARKS CAMPUS,"3235 South Eufaula Avenue, Eufaula, AL 36027",31.8404477,-85.1642086,POINT (975301.803093715 -847188.4644928558),69,"333 State Docks Rd, Eufaula, AL 36027-3317",31.8683043,-85.1513124,3300.6332830389183,2.050918438220118
101800,,AL,WALLACE COMMUNITY COLLEGE,WALLACE COMMUNITY COLLEGE-SELMA - DEMOPOLIS CAMPUS,"186 Fields of Dream Drive, Gallion, Alabama 36742",32.4848084,-87.7863824,POINT (733586.2877421645 -800761.1422892814),37,"1227 US Highway 43 South, Eutaw, AL 35462-4024",32.5032753,-87.8227841,3845.775454167222,2.3896540790329612
101800,569900,AL,WALLACE COMMUNITY COLLEGE,WALLACE COMMUNITY COLLEGE-SELMA - MAIN CAMPUS,"3000 Earl Goodwin Parkway, Selma, AL 36703",32.4465946,-87.0125607,POINT (802901.6719977523 -798442.0927329113),45,"2906B Citizens Pkwy, Selma, AL 36701-3915",32.4416203,-87.0171316,686.7244878291261,0.42671081374095665
101800,569900,AL,WALLACE COMMUNITY COLLEGE,WALLACE COMMUNITY COLLEGE-SELMA - MAIN CAMPUS,"3000 Earl Goodwin Parkway, Selma, AL 36703",32.4465946,-87.0125607,POINT (802901.6719977523 -798442.0927329113),141,"2906 Citizens Pkwy, Selma, AL 36701-3915",32.4416203,-87.0171316,686.7244878291261,0.42671081374095665
101800,101800,AL,WALLACE COMMUNITY COLLEGE,WALLACE COMMUNITY COLLEGE-DOTHAN - MAIN CAMPUS,"1141 Wallace Drive, Dothan, AL 36303",31.3156396,-85.4666895,POINT (954925.3692083148 -908188.1588072985),102,"346 3rd St, Midland City, AL 36350-7464",31.3177592,-85.4952776,2608.121201071976,1.6206113802095612
102200,102201,AL,JEFFERSON STATE COMMUNITY COLLEGE,JEFFERSON STATE COMMUNITY COLLEGE - SHELBY-HOOVER CAMPUS,"4600 Valleydale Road, Birmingham, AL 35242",33.385591,-86.733504,POINT (817152.4527180512 -692342.7832505681),24,"1712 3rd St SW, Birmingham, AL 35211-3860",33.4785831,-86.8374466,13804.967344098237,8.578009017399783
102200,102202,AL,JEFFERSON STATE COMMUNITY COLLEGE,JEFFERSON STATE COMMUNITY COLLEGE - CHILTON-CLANTON CAMPUS,"1850 Lay Dam Road, Clanton, AL 35045",32.8722949,-86.6213851,POINT (832865.7805991027 -747954.6114785066),145,"413 14th St S, Clanton, AL 35045-3257",32.8322709,-86.6419396,4800.820112968878,2.983091317312444
102200,102200,AL,JEFFERSON STATE COMMUNITY COLLEGE,JEFFERSON STATE COMMUNITY COLLEGE - MAIN CAMPUS,"2601 Carson Road, Birmingham, AL 35215",33.6518095,-86.7080876,POINT (816373.9764959067 -662740.7830160751),113,"520 23rd Ave NW, Center Point, AL 35215-3210",33.6460435,-86.698224,1078.2815073494041,0.6700130657891689
102200,102203,AL,JEFFERSON STATE COMMUNITY COLLEGE,JEFFERSON STATE COMMUNITY COLLEGE - ST. CLAIR-PELL CITY CAMPUS,"500 College Circle, Pell City, AL 35125",33.606445,-86.2921517,POINT (853317.7012327858 -663926.2660151226),163,"21685 US Hwy 231, Pell City, AL 35125",33.5890202,-86.2806423,2182.3975501831956,1.356078967693169
102600,102600,AL,MARION MILITARY INSTITUTE,MARION MILITARY INSTITUTE,"1101 Washington Street, Marion, AL 36756",32.6240116,-87.3208697,POINT (773568.729675532 -781532.5907461372),111,"200 W Monroe St, Marion, AL 36756-2228",32.6341097,-87.3206796,1119.9865045571303,0.6959273496263882
103000,103003,AL,BISHOP STATE COMMUNITY COLLEGE,BISHOP STATE COMMUNITY COLLEGE - BAKER-GAINES CENTRAL CAMPUS,"1365 Martin Luther King Avenue, Mobile, AL 36603",30.6999259,-88.06679,POINT (725851.203401095 -1000139.027042471),66,"321 N Warren St, Mobile, AL 36603-5938",30.6948706,-88.0528084,1398.1580898045213,0.8687751591981089
103000,103000,AL,BISHOP STATE COMMUNITY COLLEGE,BISHOP STATE COMMUNITY COLLEGE - MAIN CAMPUS,"351 North Broad Street, Mobile, AL 36603",30.695018,-88.0567847,POINT (726811.7808763188 -1000601.1435925997),66,"321 N Warren St, Mobile, AL 36603-5938",30.6948706,-88.0528084,364.6640420833579,0.22659173059542143
103000,103002,AL,BISHOP STATE COMMUNITY COLLEGE,BISHOP STATE COMMUNITY COLLEGE - SOUTHWEST CAMPUS,"925 Dauphin Island Parkway, Mobile, AL 36605",30.6591367,-88.0871374,POINT (724387.246722504 -1004806.1704869542),226,"1655 Eagle Dr, Mobile, AL 36605-2133",30.652865,-88.077192,1146.5321627891424,0.7124220569307385
103000,103001,AL,BISHOP STATE COMMUNITY COLLEGE,BISHOP STATE COMMUNITY COLLEGE - CARVER CAMPUS,"414 Stanton Street, Mobile, AL 36617",30.723088,-88.10244,POINT (722374.8904915394 -997864.799018306),16,"535 Easterling St, Prichard, AL 36610-4203",30.7329948,-88.0913643,1495.0081614598828,0.928955003690872
103100,103100,AL,NORTHEAST ALABAMA COMMUNITY COLLEGE,NORTHEAST ALABAMA COMMUNITY COLLEGE,"138 Highway 35, 138 Alabama Highway 35 West, Rainsville, AL 35986",34.5448368,-85.911926,POINT (875080.5177366028 -556838.4849053153),182,"63 West St, Sylvania, AL 35988-2438",34.5589384,-85.8179039,8320.214390842277,5.169941535707888
103800,103800,AL,SNEAD STATE COMMUNITY COLLEGE,SNEAD STATE COMMUNITY COLLEGE - MAIN CAMPUS,"220 North Walnut Street, Boaz, AL 35957",34.2009131,-86.1690164,POINT (856984.160973002 -597209.5791060771),121,"908 Cooley St, Albertville, AL 35950-8510",34.2573864,-86.1863406,6444.404526188282,4.004367323697284
103800,103803,AL,SNEAD STATE COMMUNITY COLLEGE,SNEAD STATE COMMUNITY COLLEGE - ALBERTVILLE AVIATION CENTER,"24 Aviation Way, Albertville, AL 35950",34.2279052,-86.2488073,POINT (849734.9999019359 -594981.6014067618),121,"908 Cooley St, Albertville, AL 35950-8510",34.2573864,-86.1863406,6358.2367688588065,3.9508251615930505
103800,103801,AL,SNEAD STATE COMMUNITY COLLEGE,SNEAD STATE COMMUNITY COLLEGE - ARAB INSTRUCTIONAL SITE,"261 South Main Street, Arab, AL 35016",34.3126067,-86.4955392,POINT (827333.659480933 -587913.7578353373),52,"324 Cullman Rd, Arab, AL 35016-1360",34.3163787,-86.4991216,522.170631382181,0.32446178777326723
104000,104002,AL,SOUTHERN UNION STATE COMMUNITY COLLEGE,SOUTHERN UNION STATE COMMUNITY COLLEGE - OPELIKA CAMPUS,"301 Lake Condy Road, Opelika, AL 36801",32.669075,-85.3667082,POINT (946438.4945047492 -758080.3444288846),10,"601 S 4th St, Opelika, AL 36801-5917",32.6468193,-85.368766,2474.9435676791127,1.537858635368891
104000,104000,AL,SOUTHERN UNION STATE COMMUNITY COLLEGE,SOUTHERN UNION STATE COMMUNITY COLLEGE - MAIN CAMPUS,"750 Roberts Street, Wadley, AL 36276",33.1293106,-85.5733034,POINT (922291.6390101552 -709503.7293342457),164,"620 Main St, Roanoke, AL 36274-1442",33.1509387,-85.3678229,18370.229897234385,11.414731652918446
104000,,AL,SOUTHERN UNION STATE COMMUNITY COLLEGE,SOUTHERN UNION STATE COMMUNITY COLLEGE - VALLEY CAMPUS,"321 Fob James Drive, Valley, AL 36854",32.8166793,-85.1946668,POINT (959739.2601892252 -740021.4028268502),135,"1319 Magnolia Rd, Lanett, AL 36863-4681",32.8456185,-85.2024039,3282.4613368185665,2.0396269143319055
105900,105901,AL,LAWSON STATE COMMUNITY COLLEGE,LAWSON STATE COMMUNITY COLLEGE - BESSEMER CAMPUS,"1100 Ninth Avenue, Southwest, Bessemer, AL 35021",33.373878,-86.991847,POINT (794574.9741580284 -695924.9310995579),189,"2410 7th Ave N, Bessemer, AL 35020-4006",33.4118678,-86.9534125,5410.962406109015,3.362216161435352
105900,105900,AL,LAWSON STATE COMMUNITY COLLEGE,LAWSON STATE COMMUNITY COLLEGE - MAIN CAMPUS,"3060 Wilson Road Southwest, Birmingham, AL 35221",33.4507015,-86.8888905,POINT (802773.8088740539 -686542.2197297366),236,"416 Parkwood St, Midfield, AL 35228-2231",33.4600527,-86.9121067,2296.4169769634304,1.426927354849821
106000,106000,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - MAIN CAMPUS,"1900 Highway 31 South, Bay Minette, AL 36507",30.8516559,-87.7773586,POINT (750742.7972564765 -981033.6844752968),41,"16742 County Road 68, Loxley, AL 36551-3226",30.6313573,-87.7373839,24696.148354007913,15.34547514639997
106000,106002,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNTY COLLEGE - GULF SHORES CAMPUS,"3301 Gulf Shores Parkway, Gulf Shores, AL 36542",30.2893007,-87.6864839,POINT (764708.7637526683 -1042362.7922983562),41,"16742 County Road 68, Loxley, AL 36551-3226",30.6313573,-87.7373839,38207.92103383241,23.741301445702355
106000,106009,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - JACKSON CENTER,"235 College Avenue, Jackson, AL 36545",31.5133804,-87.8947434,POINT (733522.9754174136 -908920.2067892959),90,"3728 Topton Rd, Mc Intosh, AL 36553-6308",31.2811621,-88.0935694,31441.687406991165,19.53695879003567
106000,106008,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - GILBERTOWN CAMPUS,"251 College St, Gilbertown, AL 36908",31.8720591,-88.3154649,POINT (692183.980920531 -872597.4252937012),42,"201 Tom Orr Dr, Butler, AL 36904-2409",32.0820617,-88.2331542,24437.666944943318,15.184862245078316
106000,106014,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - ALABAMA AVIATION CENTER,"1975 Avenue C, Mobile, AL 36615",30.6469389,-88.0670955,POINT (726335.1639090842 -1005993.4504897892),226,"1655 Eagle Dr, Mobile, AL 36605-2133",30.652865,-88.077192,1135.0363373085647,0.7052788821461196
106000,106010,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - BREWTON CAMPUS,"220 Alco Drive, Brewton, AL 36427",31.1026849,-87.0869687,POINT (810858.976200521 -947397.5607427844),3504,"13833 Alabama St, Jay, FL 32565-1055",30.9400637,-87.15721,19134.503457222363,11.889629226083649
106000,,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - ATMORE CAMPUS,"6574 AL Hwy 21, Atmore, AL 36502",31.1137279,-87.4702461,POINT (775980.4177309566 -949523.0225618667),3481,"5721 Highway 99, Century, FL 32535-3125",30.9732384,-87.2638628,24430.218708453926,15.180234125490836
106000,106007,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - THOMASVILLE CAMPUS,"30755 Highway 43 South, Thomasville, AL 36784",31.8995675,-87.7458159,POINT (743082.4914326798 -865063.1698120127),33,"500 Leroy Randolph Rd, Pine Hill, AL 36769-2618",31.9712945,-87.593447,15866.604707836541,9.859051084066888
106000,106005,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - S BALDWIN CENTER FOR TECH,"19200 Carolina Street, Robertsdale, AL 36567",30.5494958,-87.6963605,POINT (761172.4198409929 -1013720.876296138),41,"16742 County Road 68, Loxley, AL 36551-3226",30.6313573,-87.7373839,9824.854605800812,6.104881619964912
106000,106001,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - FAIRHOPE CAMPUS,"440 Fairhope Avenue, Fairhope, AL 36532",30.5228053,-87.9021255,POINT (742624.1736165963 -1018369.2195904575),53,"1600 Boykin Blvd, Mobile, AL 36605-4217",30.5950493,-88.0798522,18172.447314932324,11.291835253949635
106000,106004,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - N BALDWIN CENTER FOR TECH,"505 West Hurricane Road, Bay Minette, AL 36507",30.8655904,-87.7835197,POINT (750042.4032227045 -979545.9584499031),41,"16742 County Road 68, Loxley, AL 36551-3226",30.6313573,-87.7373839,26309.563072052737,16.348004573324744
106000,,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - FOLEY CAREER AND TECHNICAL FACILITY,"19812 Underwood Rd, Foley, AL 36535",30.4354078,-87.6854634,POINT (763323.419176003 -1026224.6489001082),41,"16742 County Road 68, Loxley, AL 36551-3226",30.6313573,-87.7373839,22240.15959907785,13.819394485627592
106000,106006,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - MONROEVILLE CAMPUS,"2800 South Alabama Avenue, Monroeville, AL 36460",31.4885155,-87.3270798,POINT (785008.2133933223 -906925.8406688322),63,"1945 Drewry Rd, Monroeville, AL 36460-5896",31.500633,-87.3031276,2553.1796928709864,1.586472309755395
106500,106500,AK,UNIVERSITY OF ALASKA-SOUTHEAST,UNIVERSITY OF ALASKA-SOUTHEAST,"11066 Auke Lake Way, Juneau, AK 998018680",58.3855214,-134.6407459,POINT (-2165991.4927198724 2511961.5428625406),356,"9001 Mendenhall Loop Rd, Juneau, AK 99801",58.4013057,-134.582864,3777.7729405123696,2.34739927604811
106500,106501,AK,UNIVERSITY OF ALASKA-SOUTHEAST,UNIVERSITY OF ALASKA-SOUTHEAST - KETCHIKAN CAMPUS,"2600 7th Ave, Ketchikan, AK 99901",55.3552845,-131.6767788,POINT (-2137871.670812981 2132115.953983587),273,"1001 Schoenbar Rd, Ketchikan, AK 99901-6284",55.3485154,-131.64671,1996.6955944267304,1.2406891220439697
106500,106502,AK,UNIVERSITY OF ALASKA-SOUTHEAST,UNIVERSITY OF ALASKA-SOUTHEAST - SITKA CAMPUS,"1332 Seward Ave, Sitka, AK 99835",57.0526212,-135.3527859,POINT (-2265664.2857626104 2394306.7022265885),332,"303 Kimsham St
# B, Sitka, AK 99835-7124",57.0627255,-135.3479327,1161.5706478703562,0.7217665383350956
107100,107115,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - QUARTZSITE LEARNING CENTER,"695 North Kofa Avenue, Quartzsite, AZ 85346",33.6770437,-114.2338023,POINT (-1593496.619212183 -541385.2259485564),641,"49241 Ehrenberg- Poston Highway
Ehrenberg Elementary School, Ehrenberg, AZ 85334",33.6135628,-114.5095485,25271.680455196056,15.703094214286104
107100,107103,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - DOWNTOWN CENTER,"1351 South Redondo Center, Yuma, AZ 85365",32.7029701,-114.6112405,POINT (-1647982.1265146316 -640480.470396589),601,"840 E 22nd St, Yuma, AZ 85365-2425",32.68775,-114.6123965,1691.0365534053453,1.0507613993063916
107100,107102,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - SAN LUIS CENTER,"1340 North 8th Avenue, San Luis, AZ 85349",32.501697,-114.7605778,POINT (-1665590.7714664282 -659610.3952496125),683,"649 N 9th Avenue, San Luis, AZ 85349-3933",32.5025799,-114.7563316,392.0906325477953,0.24363382381131396
107100,107104,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - SOMERTON CENTER,"1011 North Somerton Avenue, Somerton, AZ 85350",32.6043331,-114.7110915,POINT (-1658933.9300639578 -649373.8566731679),687,"435 W Jacobs St
435 W Jacobs Street, Somerton, AZ 85350",32.6003166,-114.7137585,505.0821056886588,0.31384347018950504
107100,107118,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - WELLTON LEARNING CENTER,"28851 County 12th Street, Wellton, AZ 85356",32.6485592,-114.1430529,POINT (-1608280.0868582465 -654775.0962369064),445,"29126 East San Jose Avenue, Wellton, AZ 85356",32.6722185,-114.140266,2635.528241948756,1.6376413258748634
107100,107100,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - MAIN CAMPUS,"2020 South Avenue 8E, Yuma, AZ 85365",32.6892968,-114.4960487,POINT (-1638230.00623265 -644046.9390411595),611,"2950 S Avenue 10 E, Yuma, AZ 85365-7115",32.6743198,-114.4613568,3511.93347572871,2.1822142908717526
107100,,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - PARKER LEARNING CENTER,"1109 Geronimo Ave, Parker, AZ 85344",34.1504874,-114.2848347,POINT (-1587407.3480873904 -489033.005933106),584,"18026 Mohave Rd, Parker, AZ 85344-9766",34.0646956,-114.3901443,13243.312369936208,8.229012796478694
107100,107108,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - SAN LUIS TECHNOLOGY INSTITUTE,"1135 North Main Street, San Luis, AZ 85349",32.4990562,-114.7855313,POINT (-1667834.662575401 -659439.6500938823),658,"541 6th Ave, San Luis, AZ 85349",32.4877755,-114.7701543,1858.9750056565376,1.1551135156042074
107200,107202,AZ,COCHISE COLLEGE,COCHISE COLLEGE - WILLCOX,"470 North Bisbee Avenue, Willcox, AZ 85643",32.2587936,-109.8420005,POINT (-1236984.370455993 -764646.8360349223),694,"611 N Bisbee Ave, Willcox, AZ 85643-1416",32.2616276,-109.8407912,332.4644459149892,0.20658382913472148
107200,107200,AZ,COCHISE COLLEGE,COCHISE COLLEGE - MAIN CAMPUS,"901 North Colombo, Sierra Vista, AZ 85635",31.5637785,-110.2478083,POINT (-1284982.2521144443 -835169.0185905587),586,"5142 Paseo Las Palmas, Sierra Vista, AZ 85635-3924",31.5444636,-110.2440813,2168.0595846457604,1.3471697689529152
107200,107208,AZ,COCHISE COLLEGE,COCHISE COLLEGE - DOUGLAS,"4190 West Highway 80, Douglas, AZ 85607",31.3660232,-109.690304,POINT (-1238378.9227840505 -864572.9069023525),547,"460 F Ave, Douglas, AZ 85607-2828",31.3390407,-109.553215,12804.28370885094,7.956213033913781
107200,107207,AZ,COCHISE COLLEGE,COCHISE COLLEGE - DOWNTOWN CENTER,"2600 East Wilcox Drive, Sierra Vista, AZ 85635",31.5515309,-110.2714933,POINT (-1287313.0631347508 -836175.3590108494),643,"55 S 5th St, Sierra Vista, AZ 85635-1857",31.5539131,-110.2932281,1986.1992792222395,1.2341670141512564
107200,107203,AZ,COCHISE COLLEGE,COCHISE COLLEGE - BENSON,"1025 State Route 90, Benson, AZ 85602",31.9526804,-110.3403299,POINT (-1286485.1316149824 -791269.9620791909),706,"300 W Union St, Benson, AZ 85602-6871",31.962767,-110.3007913,3733.0383352704107,2.3196024810546474
107300,107300,AZ,EASTERN ARIZONA COLLEGE,EASTERN ARIZONA COLLEGE,"615 North Stadium Avenue, Thatcher, AZ 85552",32.8461904,-109.7615391,POINT (-1220028.3507639072 -701342.5368101392),622,"1415 S Central Ave, Safford, AZ 85546-2534",32.8230885,-109.7106783,5201.747399674678,3.232215983453306
107600,107600,AZ,GLENDALE COMMUNITY COLLEGE,GLENDALE COMMUNITY COLLEGE - MAIN CAMPUS,"6000 West Olive Avenue, Glendale, AZ 85302",33.5694333,-112.1908271,POINT (-1419082.1682123349 -586952.3198999494),604,"4626 W Mountain View Rd, Glendale, AZ 85302-2609",33.575019,-112.1591824,2856.18061257541,1.7747483524811414
107600,107603,AZ,GLENDALE COMMUNITY COLLEGE,GLENDALE COMMUNITY COLLEGE - NORTH CAMPUS,"5727 W. Happy Valley Road, Glendale, AZ 85310",33.7106332,-112.1869864,POINT (-1415975.8603980981 -571598.4132798341),656,"5550 W Bell Rd, Glendale, AZ 85308-3866",33.640356,-112.1798608,7820.08303874461,4.859174321179692
107700,107705,AZ,MESA COMMUNITY COLLEGE,MESA COMMUNITY COLLEGE - MESA DOWNTOWN CENTER,"145 North Centennial Way, Mesa, AZ 85204",33.4187009,-111.8277007,POINT (-1390476.2777220793 -609022.0747033764),616,"161 N Mesa Dr, Mesa, AZ 85201-6756",33.4194083,-111.8226978,448.647606696358,0.27877669826734247
107700,107703,AZ,MESA COMMUNITY COLLEGE,MESA COMMUNITY COLLEGE - RED MOUNTAIN CAMPUS,"7110 East McKellips Road, Mesa, AZ 85207",33.4548659,-111.6760986,POINT (-1376602.6699842392 -607377.637162856),714,"950 N Sunvalley Blvd, Mesa, AZ 85207-3801",33.4313082,-111.6729332,2627.729761376049,1.6327955747037606
107700,107700,AZ,MESA COMMUNITY COLLEGE,MESA COMMUNITY COLLEGE - SOUTHERN AND DOBSON CAMPUS,"1833 West Southern Avenue, Mesa, AZ 85202",33.3896175,-111.873557,POINT (-1395024.0881284173 -611496.5082127766),566,"1133 S Dobson Rd
Ste 101, Mesa, AZ 85202-3942",33.3946914,-111.8736155,562.776444308163,0.34969307016285084
107800,107800,AZ,PHOENIX COLLEGE,PHOENIX COLLEGE - MAIN CAMPUS,"1202 West Thomas Road, Phoenix, AZ 85013",33.483127,-112.0883901,POINT (-1411882.8711306378 -597969.1026288015),533,"3310 N 10th Ave, Phoenix, AZ 85013-4009",33.4861036,-112.0867134,361.76329700490044,0.22478929116764373
107800,107802,AZ,PHOENIX COLLEGE,PHOENIX COLLEGE - CENTER FOR NURSING EXCELLENCE,"3700 N. 3rd Avenue, Phoenix, AZ 85013",33.4906459,-112.078656,POINT (-1410890.8584622648 -597299.2570348885),533,"3310 N 10th Ave, Phoenix, AZ 85013-4009",33.4861036,-112.0867134,871.1963384930187,0.541336307522207
107800,107803,AZ,PHOENIX COLLEGE,PHOENIX COLLEGE - CENTER OF EXCELLENCE FOR HEALTHCARE EDUCATION,"3144 N. 7th Avenue, Phoenix, AZ 85013",33.4854793,-112.0835929,POINT (-1411420.371963854 -597786.7474689671),533,"3310 N 10th Ave, Phoenix, AZ 85013-4009",33.4861036,-112.0867134,283.84797261900354,0.17637495316042034
107800,,AZ,PHOENIX COLLEGE,PHOENIX COLLEGE - MARICOPA IT INSTITUTE,"640 N. 1st Avenue, Phoenix, AZ 85003",33.4562194,-112.0753603,POINT (-1411276.1986628848 -601109.2202653062),693,"330 N 16th Ave, Phoenix, AZ 85007-2443",33.4528698,-112.0952832,1797.0640463144218,1.1166438289852398
