parent_opeid,opeid,state,school_name,loc_name,addr_verif,lat,lon
100700,100700,AL,CENTRAL ALABAMA COMMUNITY COLLEGE,CENTRAL ALABAMA COMMUNITY COLLEGE - MAIN CAMPUS,"1675 Cherokee Road, Alexander City, AL 35010",32.9244453,-85.9471008
100700,100701,AL,CENTRAL ALABAMA COMMUNITY COLLEGE,CENTRAL ALABAMA COMMUNITY COLLEGE - CHILDERSBURG CAMPUS,"34091 US Highway 280, Childersburg, AL 35044",33.2607344,-86.3470626
100700,100708,AL,CENTRAL ALABAMA COMMUNITY COLLEGE,CENTRAL ALABAMA COMMUNITY COLLEGE - TALLADEGA CENTER,"1009 South Street East, Talladega, AL 35160",33.4352788,-86.0825065
100700,100710,AL,CENTRAL ALABAMA COMMUNITY COLLEGE,CENTRAL ALABAMA COMMUNITY COLLEGE - PRATTVILLE CAMPUS,"1320 Old Ridge Rd, Prattville, AL 36066",32.4996625,-86.4246622
101300,101300,AL,CALHOUN COMMUNITY COLLEGE,CALHOUN COMMUNITY COLLEGE - DECATUR CAMPUS,"6250 Highway 31 North, Tanner, AL 35671",34.6480472,-86.9484052
101300,101301,AL,CALHOUN COMMUNITY COLLEGE,CALHOUN COMMUNITY COLLEGE - HUNTSVILLE CAMPUS,"102-B Wynn Drive, Huntsville, AL 35805",34.7156193,-86.6560731
101500,101504,AL,ENTERPRISE STATE COMMUNITY COLLEGE,"ENTERPRISE STATE COMMUNITY COLLEGE - ALABAMA AVIATION COLLEGE, ANDALUSIA","21760 Bill Benton Lane, Andalusia, AL 36421",31.3045254,-86.3937034
101500,101502,AL,ENTERPRISE STATE COMMUNITY COLLEGE,"ENTERPRISE STATE COMMUNITY COLLEGE - ALABAMA AVIATION COLLEGE, OZARK","3405 South U.S. Highway 231, Ozark, AL 36361",31.4312214,-85.6231304
101500,101500,AL,ENTERPRISE STATE COMMUNITY COLLEGE,ENTERPRISE STATE COMMUNITY COLLEGE - MAIN CAMPUS,"600 Plaza Drive, Enterprise, AL 36331",31.3000905,-85.8361959
101700,,AL,GADSDEN STATE COMMUNITY COLLEGE,GADSDEN STATE COMMUNITY COLLEGE - EAST BROAD CAMPUS,"1001 East Broad Street Gadsden, AL 35903",33.9996901,-85.9860257
101700,101702,AL,GADSDEN STATE COMMUNITY COLLEGE,GADSDEN STATE COMMUNITY COLLEGE - VALLEY STREET CAMPUS,"600 Valley Street, Gadsden, AL 35901",34.0249643,-85.9957712
101700,101709,AL,GADSDEN STATE COMMUNITY COLLEGE,GADSDEN STATE COMMUNITY COLLEGE - CHEROKEE CAMPUS,"801 Cedar Bluff Road, Centre, AL 35960",34.1646945,-85.6641877
101700,101700,AL,GADSDEN STATE COMMUNITY COLLEGE,GADSDEN STATE COMMUNITY COLLEGE - MAIN CAMPUS,"1001 George Wallace Drive, Gadsden, AL 35903",33.9959754,-85.9917038
101700,101706,AL,GADSDEN STATE COMMUNITY COLLEGE,GADSDEN STATE COMMUNITY COLLEGE - HARRY M. AYERS CAMPUS,"1801 Coleman Road, Anniston, AL 36207",33.6227719,-85.8029651
101800,,AL,WALLACE COMMUNITY COLLEGE,WALLACE COMMUNITY COLLEGE-DOTHAN - SPARKS CAMPUS,"3235 South Eufaula Avenue, Eufaula, AL 36027",31.8404477,-85.1642086
101800,,AL,WALLACE COMMUNITY COLLEGE,WALLACE COMMUNITY COLLEGE-SELMA - DEMOPOLIS CAMPUS,"186 Fields of Dream Drive, Gallion, Alabama 36742",32.4848084,-87.7863824
101800,569900,AL,WALLACE COMMUNITY COLLEGE,WALLACE COMMUNITY COLLEGE-SELMA - MAIN CAMPUS,"3000 Earl Goodwin Parkway, Selma, AL 36703",32.4465946,-87.0125607
101800,101800,AL,WALLACE COMMUNITY COLLEGE,WALLACE COMMUNITY COLLEGE-DOTHAN - MAIN CAMPUS,"1141 Wallace Drive, Dothan, AL 36303",31.3156396,-85.4666895
102200,102201,AL,JEFFERSON STATE COMMUNITY COLLEGE,JEFFERSON STATE COMMUNITY COLLEGE - SHELBY-HOOVER CAMPUS,"4600 Valleydale Road, Birmingham, AL 35242",33.385591,-86.733504
102200,102202,AL,JEFFERSON STATE COMMUNITY COLLEGE,JEFFERSON STATE COMMUNITY COLLEGE - CHILTON-CLANTON CAMPUS,"1850 Lay Dam Road, Clanton, AL 35045",32.8722949,-86.6213851
102200,102200,AL,JEFFERSON STATE COMMUNITY COLLEGE,JEFFERSON STATE COMMUNITY COLLEGE - MAIN CAMPUS,"2601 Carson Road, Birmingham, AL 35215",33.6518095,-86.7080876
102200,102203,AL,JEFFERSON STATE COMMUNITY COLLEGE,JEFFERSON STATE COMMUNITY COLLEGE - ST. CLAIR-PELL CITY CAMPUS,"500 College Circle, Pell City, AL 35125",33.606445,-86.2921517
102600,102600,AL,MARION MILITARY INSTITUTE,MARION MILITARY INSTITUTE,"1101 Washington Street, Marion, AL 36756",32.6240116,-87.3208697
103000,103003,AL,BISHOP STATE COMMUNITY COLLEGE,BISHOP STATE COMMUNITY COLLEGE - BAKER-GAINES CENTRAL CAMPUS,"1365 Martin Luther King Avenue, Mobile, AL 36603",30.6999259,-88.06679
103000,103000,AL,BISHOP STATE COMMUNITY COLLEGE,BISHOP STATE COMMUNITY COLLEGE - MAIN CAMPUS,"351 North Broad Street, Mobile, AL 36603",30.695018,-88.0567847
103000,103002,AL,BISHOP STATE COMMUNITY COLLEGE,BISHOP STATE COMMUNITY COLLEGE - SOUTHWEST CAMPUS,"925 Dauphin Island Parkway, Mobile, AL 36605",30.6591367,-88.0871374
103000,103001,AL,BISHOP STATE COMMUNITY COLLEGE,BISHOP STATE COMMUNITY COLLEGE - CARVER CAMPUS,"414 Stanton Street, Mobile, AL 36617",30.723088,-88.10244
103100,103100,AL,NORTHEAST ALABAMA COMMUNITY COLLEGE,NORTHEAST ALABAMA COMMUNITY COLLEGE,"138 Highway 35, 138 Alabama Highway 35 West, Rainsville, AL 35986",34.5448368,-85.911926
103800,103800,AL,SNEAD STATE COMMUNITY COLLEGE,SNEAD STATE COMMUNITY COLLEGE - MAIN CAMPUS,"220 North Walnut Street, Boaz, AL 35957",34.2009131,-86.1690164
103800,103803,AL,SNEAD STATE COMMUNITY COLLEGE,SNEAD STATE COMMUNITY COLLEGE - ALBERTVILLE AVIATION CENTER,"24 Aviation Way, Albertville, AL 35950",34.2279052,-86.2488073
103800,103801,AL,SNEAD STATE COMMUNITY COLLEGE,SNEAD STATE COMMUNITY COLLEGE - ARAB INSTRUCTIONAL SITE,"261 South Main Street, Arab, AL 35016",34.3126067,-86.4955392
104000,104002,AL,SOUTHERN UNION STATE COMMUNITY COLLEGE,SOUTHERN UNION STATE COMMUNITY COLLEGE - OPELIKA CAMPUS,"301 Lake Condy Road, Opelika, AL 36801",32.669075,-85.3667082
104000,104000,AL,SOUTHERN UNION STATE COMMUNITY COLLEGE,SOUTHERN UNION STATE COMMUNITY COLLEGE - MAIN CAMPUS,"750 Roberts Street, Wadley, AL 36276",33.1293106,-85.5733034
104000,,AL,SOUTHERN UNION STATE COMMUNITY COLLEGE,SOUTHERN UNION STATE COMMUNITY COLLEGE - VALLEY CAMPUS,"321 Fob James Drive, Valley, AL 36854",32.8166793,-85.1946668
105900,105901,AL,LAWSON STATE COMMUNITY COLLEGE,LAWSON STATE COMMUNITY COLLEGE - BESSEMER CAMPUS,"1100 Ninth Avenue, Southwest, Bessemer, AL 35021",33.373878,-86.991847
105900,105900,AL,LAWSON STATE COMMUNITY COLLEGE,LAWSON STATE COMMUNITY COLLEGE - MAIN CAMPUS,"3060 Wilson Road Southwest, Birmingham, AL 35221",33.4507015,-86.8888905
106000,106000,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - MAIN CAMPUS,"1900 Highway 31 South, Bay Minette, AL 36507",30.8516559,-87.7773586
106000,106002,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNTY COLLEGE - GULF SHORES CAMPUS,"3301 Gulf Shores Parkway, Gulf Shores, AL 36542",30.2893007,-87.6864839
106000,106009,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - JACKSON CENTER,"235 College Avenue, Jackson, AL 36545",31.5133804,-87.8947434
106000,106008,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - GILBERTOWN CAMPUS,"251 College St, Gilbertown, AL 36908",31.8720591,-88.3154649
106000,106014,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - ALABAMA AVIATION CENTER,"1975 Avenue C, Mobile, AL 36615",30.6469389,-88.0670955
106000,106010,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - BREWTON CAMPUS,"220 Alco Drive, Brewton, AL 36427",31.1026849,-87.0869687
106000,,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - ATMORE CAMPUS,"6574 AL Hwy 21, Atmore, AL 36502",31.1137279,-87.4702461
106000,106007,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - THOMASVILLE CAMPUS,"30755 Highway 43 South, Thomasville, AL 36784",31.8995675,-87.7458159
106000,106005,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - S BALDWIN CENTER FOR TECH,"19200 Carolina Street, Robertsdale, AL 36567",30.5494958,-87.6963605
106000,106001,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - FAIRHOPE CAMPUS,"440 Fairhope Avenue, Fairhope, AL 36532",30.5228053,-87.9021255
106000,106004,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - N BALDWIN CENTER FOR TECH,"505 West Hurricane Road, Bay Minette, AL 36507",30.8655904,-87.7835197
106000,,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - FOLEY CAREER AND TECHNICAL FACILITY,"19812 Underwood Rd, Foley, AL 36535",30.4354078,-87.6854634
106000,106006,AL,COASTAL ALABAMA COMMUNITY COLLEGE,COASTAL ALABAMA COMMUNITY COLLEGE - MONROEVILLE CAMPUS,"2800 South Alabama Avenue, Monroeville, AL 36460",31.4885155,-87.3270798
106500,106500,AK,UNIVERSITY OF ALASKA-SOUTHEAST,UNIVERSITY OF ALASKA-SOUTHEAST,"11066 Auke Lake Way, Juneau, AK 998018680",58.3855214,-134.6407459
106500,106501,AK,UNIVERSITY OF ALASKA-SOUTHEAST,UNIVERSITY OF ALASKA-SOUTHEAST - KETCHIKAN CAMPUS,"2600 7th Ave, Ketchikan, AK 99901",55.3552845,-131.6767788
106500,106502,AK,UNIVERSITY OF ALASKA-SOUTHEAST,UNIVERSITY OF ALASKA-SOUTHEAST - SITKA CAMPUS,"1332 Seward Ave, Sitka, AK 99835",57.0526212,-135.3527859
107100,107115,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - QUARTZSITE LEARNING CENTER,"695 North Kofa Avenue, Quartzsite, AZ 85346",33.6770437,-114.2338023
107100,107103,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - DOWNTOWN CENTER,"1351 South Redondo Center, Yuma, AZ 85365",32.7029701,-114.6112405
107100,107102,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - SAN LUIS CENTER,"1340 North 8th Avenue, San Luis, AZ 85349",32.501697,-114.7605778
107100,107104,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - SOMERTON CENTER,"1011 North Somerton Avenue, Somerton, AZ 85350",32.6043331,-114.7110915
107100,107118,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - WELLTON LEARNING CENTER,"28851 County 12th Street, Wellton, AZ 85356",32.6485592,-114.1430529
107100,107100,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - MAIN CAMPUS,"2020 South Avenue 8E, Yuma, AZ 85365",32.6892968,-114.4960487
107100,,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - PARKER LEARNING CENTER,"1109 Geronimo Ave, Parker, AZ 85344",34.1504874,-114.2848347
107100,107108,AZ,ARIZONA WESTERN COLLEGE,ARIZONA WESTERN COLLEGE - SAN LUIS TECHNOLOGY INSTITUTE,"1135 North Main Street, San Luis, AZ 85349",32.4990562,-114.7855313
107200,107202,AZ,COCHISE COLLEGE,COCHISE COLLEGE - WILLCOX,"470 North Bisbee Avenue, Willcox, AZ 85643",32.2587936,-109.8420005
107200,107200,AZ,COCHISE COLLEGE,COCHISE COLLEGE - MAIN CAMPUS,"901 North Colombo, Sierra Vista, AZ 85635",31.5637785,-110.2478083
107200,107208,AZ,COCHISE COLLEGE,COCHISE COLLEGE - DOUGLAS,"4190 West Highway 80, Douglas, AZ 85607",31.3660232,-109.690304
107200,107207,AZ,COCHISE COLLEGE,COCHISE COLLEGE - DOWNTOWN CENTER,"2600 East Wilcox Drive, Sierra Vista, AZ 85635",31.5515309,-110.2714933
107200,107203,AZ,COCHISE COLLEGE,COCHISE COLLEGE - BENSON,"1025 State Route 90, Benson, AZ 85602",31.9526804,-110.3403299
107300,107300,AZ,EASTERN ARIZONA COLLEGE,EASTERN ARIZONA COLLEGE,"615 North Stadium Avenue, Thatcher, AZ 85552",32.8461904,-109.7615391
107600,107600,AZ,GLENDALE COMMUNITY COLLEGE,GLENDALE COMMUNITY COLLEGE - MAIN CAMPUS,"6000 West Olive Avenue, Glendale, AZ 85302",33.5694333,-112.1908271
107600,107603,AZ,GLENDALE COMMUNITY COLLEGE,GLENDALE COMMUNITY COLLEGE - NORTH CAMPUS,"5727 W. Happy Valley Road, Glendale, AZ 85310",33.7106332,-112.1869864
107700,107705,AZ,MESA COMMUNITY COLLEGE,MESA COMMUNITY COLLEGE - MESA DOWNTOWN CENTER,"145 North Centennial Way, Mesa, AZ 85204",33.4187009,-111.8277007
107700,107703,AZ,MESA COMMUNITY COLLEGE,MESA COMMUNITY COLLEGE - RED MOUNTAIN CAMPUS,"7110 East McKellips Road, Mesa, AZ 85207",33.4548659,-111.6760986
107700,107700,AZ,MESA COMMUNITY COLLEGE,MESA COMMUNITY COLLEGE - SOUTHERN AND DOBSON CAMPUS,"1833 West Southern Avenue, Mesa, AZ 85202",33.3896175,-111.873557
107800,107800,AZ,PHOENIX COLLEGE,PHOENIX COLLEGE - MAIN CAMPUS,"1202 West Thomas Road, Phoenix, AZ 85013",33.483127,-112.0883901
107800,107802,AZ,PHOENIX COLLEGE,PHOENIX COLLEGE - CENTER FOR NURSING EXCELLENCE,"3700 N. 3rd Avenue, Phoenix, AZ 85013",33.4906459,-112.078656
107800,107803,AZ,PHOENIX COLLEGE,PHOENIX COLLEGE - CENTER OF EXCELLENCE FOR HEALTHCARE EDUCATION,"3144 N. 7th Avenue, Phoenix, AZ 85013",33.4854793,-112.0835929
107800,,AZ,PHOENIX COLLEGE,PHOENIX COLLEGE - MARICOPA IT INSTITUTE,"640 N. 1st Avenue, Phoenix, AZ 85003",33.4562194,-112.0753603
107900,107905,AZ,YAVAPAI COLLEGE,YAVAPAI COLLEGE - CAREER & TECHNICAL EDUCATION CENTER,"220 Ruger Road, Prescott, AZ 86301",34.6552557,-112.4236517
107900,107900,AZ,YAVAPAI COLLEGE,YAVAPAI COLLEGE - MAIN CAMPUS,"1100 East Sheldon Street, Prescott, AZ 86301",34.5481087,-112.4559316
107900,,AZ,YAVAPAI COLLEGE,YAVAPAI COLLEGE - VERDE VALLEY CAMPUS,"601 Black Hills Drive, Clarkdale, AZ 86324",34.7361122,-112.0554771
107900,107904,AZ,YAVAPAI COLLEGE,YAVAPAI COLLEGE - SEDONA CENTER,"4215 Arts Village Drive, Sedona, AZ 86336",34.8505396,-111.8303556
107900,107902,AZ,YAVAPAI COLLEGE,YAVAPAI COLLEGE - CHINO VALLEY CENTER,"2275 Old Home Manor Way, Chino Valley, AZ 86323",34.7862606,-112.4149904
107900,,AZ,YAVAPAI COLLEGE,YAVAPAI COLLEGE - PRESCOTT VALLEY CENTER,"3800 North Glassford Hill Road, Prescott Valley, AZ 86314",34.5985174,-112.342266
108500,108504,AR,UNIVERSITY OF ARKANSAS AT MONTICELLO,UNIVERSITY OF ARKANSAS AT MONTICELLO - AHEOTA PROGRAM AT SEACBEC,"800 North Walnut, Warren, AR 716710921",33.6259307,-92.0659103
108500,108501,AR,UNIVERSITY OF ARKANSAS AT MONTICELLO,UNIVERSITY OF ARKANSAS AT MONTICELLO - COLLEGE OF TECHNOLOGY MCGEHEE,"1609 East Ash Street, McGehee, AR 716540747",33.6432189,-91.3863601
108500,108500,AR,UNIVERSITY OF ARKANSAS AT MONTICELLO,UNIVERSITY OF ARKANSAS AT MONTICELLO,"346 University Dr, Monticello, AR 71656",33.5909119,-91.811151
108500,108502,AR,UNIVERSITY OF ARKANSAS AT MONTICELLO,UNIVERSITY OF ARKANSAS AT MONTICELLO - COLLEGE OF TECHNOLOGY CROSSETT,"1326 Highway 52 West, Crossett, AR 716354853",33.1736014,-91.9173283
109100,109103,AR,ARKANSAS STATE UNIVERSITY - BEEBE,ARKANSAS STATE UNIVERSITY - BEEBE - SEARCY CAMPUS,"1800 East Moore Avenue, Searcy, AR 72143",35.2550145,-91.7153379
109100,109102,AR,ARKANSAS STATE UNIVERSITY - BEEBE,ARKANSAS STATE UNIVERSITY - BEEBE - LITTLE ROCK AIR FORCE BASE CENTER,"1490 Vandenberg Blvd, Suite 115, Jacksonville, AR 72099",34.8889544,-92.1079783
109100,109101,AR,ARKANSAS STATE UNIVERSITY - BEEBE,ARKANSAS STATE UNIVERSITY - BEEBE - HEBER SPRINGS CAMPUS,"101 River Crest, Heber Springs, AR 72543",35.4816157,-91.9835979
109100,109100,AR,ARKANSAS STATE UNIVERSITY - BEEBE,ARKANSAS STATE UNIVERSITY - BEEBE - MAIN CAMPUS,"1000 Iowa Street, Beebe, AR 72012",35.0704545,-91.8951177
110400,110402,AR,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS - STUTTGART CMAPUS,"2807 Highway 165 South, Stuttgart, AR 72160",34.472997,-91.5399926
110400,110400,AR,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS - HELENA-WEST HELENA CAMPUS,"1000 Campus Drive, Helena, AR 72342",34.5447935,-90.6176778
110400,110401,AR,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS - DEWITT CAMPUS,"1210 Ricebelt Hwy 165S, DeWitt, AR 72042",34.2726817,-91.3494298
111100,111101,CA,ALLAN HANCOCK COLLEGE,ALLAN HANCOCK COLLEGE - LOMPOC CAMPUS,"One Hancock Drive, Lompoc, CA 93436",34.6812913,-120.4603785
111100,,CA,ALLAN HANCOCK COLLEGE,ALLAN HANCOCK COLLEGE - SANTA YNEZ VALLEY CENTER,"2975 East Hwy 246, Santa Ynez, CA 93460",34.6089277,-120.1004616
111100,111100,CA,ALLAN HANCOCK COLLEGE,ALLAN HANCOCK COLLEGE - SANTA MARIA CAMPUS,"800 South College Drive, Santa Maria, CA 93454",34.9438546,-120.4214156
111300,,CA,ANTELOPE VALLEY COLLEGE,ANTELOPE VALLEY COLLEGE - PALMDALE CENTER,"2301 East Palmdale Blvd, Palmdale, CA 93550",34.581179,-118.086594
111300,111300,CA,ANTELOPE VALLEY COLLEGE,ANTELOPE VALLEY COLLEGE - MAIN CAMPUS,"3041 West Ave K, Lancaster, CA 93536",34.6761685,-118.1853732
111800,,CA,BAKERSFIELD COLLEGE,BAKERSFIELD COLLEGE - DELANO CAMPUS,"1450 Timmons Ave., Delano, CA 93215",35.7726202,-119.2715057
111800,,CA,BAKERSFIELD COLLEGE,BAKERSFIELD COLLEGE - WEILL INSTITUTE,"2100 Chester Ave., Bakersfield, CA 93301",35.3784574,-119.0181741
111800,,CA,BAKERSFIELD COLLEGE,BAKERSFIELD COLLEGE - SOUTHWEST,"9400 Camino Media, Bakersfield, CA 93311",35.3433932,-119.1063616
111800,111800,CA,BAKERSFIELD COLLEGE,BAKERSFIELD COLLEGE - MAIN CAMPUS,"1801 Panorama Drive, Bakersfield, CA 93305",35.408,-118.9716483
111800,,CA,BAKERSFIELD COLLEGE,BAKERSFIELD COLLEGE - SHAFTER LEARNING CENTER,"236 James Street, Shafter, CA 93263",35.5038231,-119.2775182
111900,,CA,BARSTOW COMMUNITY COLLEGE,BARSTOW COMMUNITY COLLEGE - FORT IRWIN CAMPUS,"285 Barstow Road, Fort Irwin, CA 92310",35.2699355,-116.6764413
111900,111900,CA,BARSTOW COMMUNITY COLLEGE,BARSTOW COMMUNITY COLLEGE - MAIN CAMPUS,"2700 Barstow Road, Barstow, CA 92311",34.8709476,-117.025271
112400,112400,CA,CABRILLO COLLEGE,CABRILLO COLLEGE - MAIN CAMPUS,"6500 Soquel Drive, Aptos, CA 95003",36.9874415,-121.9289337
112400,112401,CA,CABRILLO COLLEGE,CABRILLO COLLEGE - WATSONVILLE CENTER,"318 Union Street, Watsonville, CA 95076",36.910592,-121.755302
116100,116100,CA,CERRITOS COMMUNITY COLLEGE,CERRITOS COMMUNITY COLLEGE,"11110 Alondra Boulevard, Norwalk, CA 90650",33.8861477,-118.0962259
116200,116200,CA,CHABOT COLLEGE,CHABOT COLLEGE,"25555 Hesperian Boulevard, Hayward, CA 94545",37.6394062,-122.1053599
116300,116300,CA,CHAFFEY COMMUNITY COLLEGE,CHAFFEY COMMUNITY COLLEGE - MAIN CAMPUS,"5885 Haven Avenue, Rancho Cucamonga, CA 91737",34.1470426,-117.5710921
116300,116307,CA,CHAFFEY COMMUNITY COLLEGE,CHAFFEY COMMUNITY COLLEGE - CHINO CAMPUS,"5897 College Park, Chino, CA 91710",33.9943964,-117.6759808
116300,116302,CA,CHAFFEY COMMUNITY COLLEGE,CHAFFEY COMMUNITY COLLEGE - FONTANA CAMPUS,"16855 Merrill Avenue, Fontana, CA 92335",34.0918788,-117.4366582
116600,116600,CA,CITRUS COLLEGE,CITRUS COLLEGE,"1000 West Foothill Boulevard, Glendora, CA 91741",34.1333468,-117.884956
117600,117600,CA,WEST HILLS COMMUNITY COLLEGE,WEST HILLS COMMUNITY COLLEGE - COALINGA,"300 Cherry Lane, Coalinga, CA 93210",36.1478043,-120.3570364
117600,117602,CA,WEST HILLS COMMUNITY COLLEGE,WEST HILLS COMMUNITY COLLEGE - NORTH DISTRICT CENTER,"1511 9th Street, Firebaugh, CA 93622",36.8613248,-120.4585809
117600,,CA,WEST HILLS COMMUNITY COLLEGE,WEST HILLS COMMUNITY COLLEGE - LEMOORE,"555 College Ave., Lemoore, CA 93245",36.2910374,-119.8233389
117800,117801,CA,COLLEGE OF MARIN,COLLEGE OF MARIN - INDIAN VALLEY CAMPUS,"1800 Ignacio Boulevard, Novato, CA 94949",38.0776393,-122.5838184
117800,117800,CA,COLLEGE OF MARIN,COLLEGE OF MARIN - KENTFIELD CAMPUS,"835 College Avenue, Kentfield, CA 94904",37.9512299,-122.5490734
118100,118100,CA,COLLEGE OF SAN MATEO,COLLEGE OF SAN MATEO,"1700 West Hillsdale Boulevard, San Mateo, CA 94402",37.5350511,-122.335123
118200,118200,CA,COLLEGE OF THE DESERT,COLLEGE OF THE DESERT - MAIN CAMPUS,"43-500 Monterey Avenue, Palm Desert, CA 92260",33.7308403,-116.3898328
118200,118204,CA,COLLEGE OF THE DESERT,COLLEGE OF THE DESERT - PALM SPRINGS CAMPUS,"1300 E. Baristo Road, Palm Springs, CA 92262",33.8203464,-116.5314705
118200,,CA,COLLEGE OF THE DESERT,COLLEGE OF THE DESERT - DESERT HOT SPRINGS,"11625 West Drive, Desert Hot Springs, CA 92240",33.9641903,-116.5116473
118200,118203,CA,COLLEGE OF THE DESERT,COLLEGE OF THE DESERT - INDIO CAMPUS,"45524 Oasis Street, Indio, CA 92201",33.7179658,-116.2204023
118200,118205,CA,COLLEGE OF THE DESERT,COLLEGE OF THE DESERT - MECCA/THERMAL CAMPUS,"61120 Buchanan Street, Mecca, CA 92254",33.6050325,-116.0950289
118500,118500,CA,COLLEGE OF THE REDWOODS,COLLEGE OF THE REDWOODS - MAIN CAMPUS,"7351 Tompkins Hill Road, Eureka, CA 95501",40.6952404,-124.1980561
118500,118506,CA,COLLEGE OF THE REDWOODS,COLLEGE OF THE REDWOODS - DEL NORTE EDUCATION CENTER,"883 West Washington Boulevard, Crescent City, CA 95531",41.76938,-124.2110246
118500,118505,CA,COLLEGE OF THE REDWOODS,COLLEGE OF THE REDWOODS - KLAMATH/TRINITY CAMPUS,"65 Orchard St, Hoopa, CA 95546",41.0490133,-123.6773471
118500,,CA,COLLEGE OF THE REDWOODS,COLLEGE OF THE REDWOODS - EUREKA DOWNTOWN SITE,"525 D Street, Eureka, CA 95501",40.8011287,-124.1676924
118600,118600,CA,COLLEGE OF THE SEQUOIAS,COLLEGE OF THE SEQUOIAS - MAIN CAMPUS,"915 South Mooney Boulevard, Visalia, CA 93277",36.3228336,-119.3155511
118600,118601,CA,COLLEGE OF THE SEQUOIAS,COLLEGE OF THE SEQUOIAS - HANFORD EDUCATIONAL CENTER,"925 North 13th Avenue, Hanford, CA 93230",36.3329315,-119.690022
118600,118602,CA,COLLEGE OF THE SEQUOIAS,COLLEGE OF THE SEQUOIAS - TULARE COLLEGE CENTER,"4999 East Bardsley Avenue, Tulare, CA 93274",36.1957289,-119.2815594
118700,118700,CA,COLLEGE OF THE SISKIYOUS,COLLEGE OF THE SISKIYOUS - WEED CAMPUS,"800 College Avenue, Weed, CA 96094",41.4126153,-122.3893698
118700,118701,CA,COLLEGE OF THE SISKIYOUS,COLLEGE OF THE SISKIYOUS - YREKA CAMPUS,"2001 Campus Drive, Yreka, CA 96097",41.7068782,-122.6483145
119000,119000,CA,CONTRA COSTA COLLEGE,CONTRA COSTA COLLEGE,"2600 Mission Bell Drive, San Pablo, CA 94806",37.9688909,-122.3400902
119100,119101,CA,DIABLO VALLEY COLLEGE,DIABLO VALLEY COLLEGE - SAN RAMON CAMPUS,"1690 Watermill Road, San Ramon, CA 94582",37.7547547,-121.9097087
119100,119100,CA,DIABLO VALLEY COLLEGE,DIABLO VALLEY COLLEGE - PLEASANT HILL CAMPUS,"321 Golf Club Road, Pleasant Hill, CA 94523",37.9683321,-122.0729116
119200,119203,CA,CUESTA COLLEGE,CUESTA COLLEGE - NORTH COUNTY CAMPUS,"2800 Buena Vista Drive, Paso Robles, CA 93446",35.6504292,-120.6706319
119200,119200,CA,CUESTA COLLEGE,CUESTA COLLEGE - MAIN CAMPUS,"Highway 1, San Luis Obispo, CA 93403",35.2712111,-120.6725543
119300,119300,CA,CYPRESS COLLEGE,CYPRESS COLLEGE,"9200 Valley View Street Cypress, CA 90630",33.8282829,-118.0232288
119700,119700,CA,EL CAMINO COLLEGE,EL CAMINO COLLEGE,"16007 Crenshaw Boulevard, Torrance, CA 90506",33.8851577,-118.3282067
119900,119902,CA,FOOTHILL COLLEGE,FOOTHILL COLLEGE - SUNNYVALE CENTER,"1070 Innovation Way, Sunnyvale, CA 94089",37.4055105,-122.0272288
